"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2012"	"2012"	"Female"	"F"	655	114924	569.9	22.3
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	1061	112122	946.3	29.1
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2013"	"2013"	"Female"	"F"	707	117242	603.0	22.7
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	1002	114062	878.5	27.8
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2014"	"2014"	"Female"	"F"	684	119018	574.7	22.0
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	1121	115874	967.4	28.9
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2015"	"2015"	"Female"	"F"	810	120831	670.4	23.6
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	1140	117884	967.1	28.6
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2016"	"2016"	"Female"	"F"	744	122068	609.5	22.3
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	1167	119104	979.8	28.7
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2017"	"2017"	"Female"	"F"	761	122837	619.5	22.5
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2017"	"2017"	"Male"	"M"	1208	119764	1008.7	29.0
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2018"	"2018"	"Female"	"F"	757	123058	615.2	22.4
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2018"	"2018"	"Male"	"M"	1202	119990	1001.8	28.9
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2019"	"2019"	"Female"	"F"	786	122534	641.5	22.9
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2019"	"2019"	"Male"	"M"	1174	119759	980.3	28.6
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2020 "	"2020"	"Female"	"F"	873	121035	721.3	24.4
	"Nebraska"	"31"	"55-64 years"	"55-64"	"2020 "	"2020"	"Male"	"M"	1363	118632	1148.9	31.1
	"Nebraska"	"31"	"65-74 years"	"65-74"	"1999"	"1999"	"Female"	"F"	1147	63038	1819.5	53.7
	"Nebraska"	"31"	"65-74 years"	"65-74"	"1999"	"1999"	"Male"	"M"	1561	53382	2924.2	74.0
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2000"	"2000"	"Female"	"F"	1078	62634	1721.1	52.4
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2000"	"2000"	"Male"	"M"	1478	53065	2785.3	72.4
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2001"	"2001"	"Female"	"F"	1108	61824	1792.2	53.8
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2001"	"2001"	"Male"	"M"	1419	52549	2700.3	71.7
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2002"	"2002"	"Female"	"F"	1096	61445	1783.7	53.9
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2002"	"2002"	"Male"	"M"	1445	52211	2767.6	72.8
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2003"	"2003"	"Female"	"F"	1054	61032	1727.0	53.2
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2003"	"2003"	"Male"	"M"	1314	51942	2529.7	69.8
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2004"	"2004"	"Female"	"F"	900	60512	1487.3	49.6
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2004"	"2004"	"Male"	"M"	1271	51969	2445.7	68.6
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2005"	"2005"	"Female"	"F"	1009	60433	1669.6	52.6
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2005"	"2005"	"Male"	"M"	1272	52303	2432.0	68.2
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2006"	"2006"	"Female"	"F"	927	60892	1522.4	50.0
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2006"	"2006"	"Male"	"M"	1244	52593	2365.3	67.1
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2007"	"2007"	"Female"	"F"	994	61596	1613.7	51.2
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2007"	"2007"	"Male"	"M"	1257	53615	2344.5	66.1
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2008"	"2008"	"Female"	"F"	1016	62878	1615.8	50.7
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2008"	"2008"	"Male"	"M"	1228	55198	2224.7	63.5
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2009"	"2009"	"Female"	"F"	913	64207	1422.0	47.1
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2009"	"2009"	"Male"	"M"	1248	57100	2185.6	61.9
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2010"	"2010"	"Female"	"F"	937	64962	1442.4	47.1
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2010"	"2010"	"Male"	"M"	1302	58164	2238.5	62.0
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2011"	"2011"	"Female"	"F"	1003	66213	1514.8	47.8
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2011"	"2011"	"Male"	"M"	1289	59877	2152.7	60.0
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2012"	"2012"	"Female"	"F"	1024	69625	1470.7	46.0
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2012"	"2012"	"Male"	"M"	1360	63140	2153.9	58.4
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2013"	"2013"	"Female"	"F"	992	72580	1366.8	43.4
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2013"	"2013"	"Male"	"M"	1366	66383	2057.8	55.7
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2014"	"2014"	"Female"	"F"	1047	75680	1383.5	42.8
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2014"	"2014"	"Male"	"M"	1495	69664	2146.0	55.5
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2015"	"2015"	"Female"	"F"	1109	79388	1396.9	41.9
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2015"	"2015"	"Male"	"M"	1570	73093	2147.9	54.2
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2016"	"2016"	"Female"	"F"	1208	83153	1452.7	41.8
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2016"	"2016"	"Male"	"M"	1512	76408	1978.9	50.9
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2017"	"2017"	"Female"	"F"	1209	87065	1388.6	39.9
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2017"	"2017"	"Male"	"M"	1734	79915	2169.8	52.1
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2018"	"2018"	"Female"	"F"	1268	89900	1410.5	39.6
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2018"	"2018"	"Male"	"M"	1796	82627	2173.6	51.3
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2019"	"2019"	"Female"	"F"	1261	93413	1349.9	38.0
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2019"	"2019"	"Male"	"M"	1756	85495	2053.9	49.0
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2020 "	"2020"	"Female"	"F"	1539	96577	1593.5	40.6
	"Nebraska"	"31"	"65-74 years"	"65-74"	"2020 "	"2020"	"Male"	"M"	2149	88438	2430.0	52.4
	"Nebraska"	"31"	"75-84 years"	"75-84"	"1999"	"1999"	"Female"	"F"	2297	49616	4629.6	96.6
	"Nebraska"	"31"	"75-84 years"	"75-84"	"1999"	"1999"	"Male"	"M"	2289	32640	7012.9	146.6
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2000"	"2000"	"Female"	"F"	2153	49540	4346.0	93.7
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2000"	"2000"	"Male"	"M"	2194	33003	6647.9	141.9
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2001"	"2001"	"Female"	"F"	2201	49740	4425.0	94.3
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2001"	"2001"	"Male"	"M"	2198	33785	6505.8	138.8
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2002"	"2002"	"Female"	"F"	2129	49837	4271.9	92.6
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2002"	"2002"	"Male"	"M"	2266	34234	6619.2	139.1
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2003"	"2003"	"Female"	"F"	2152	49661	4333.4	93.4
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2003"	"2003"	"Male"	"M"	2299	34604	6643.7	138.6
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2004"	"2004"	"Female"	"F"	2142	49872	4295.0	92.8
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2004"	"2004"	"Male"	"M"	2162	34927	6190.1	133.1
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2005"	"2005"	"Female"	"F"	2034	49821	4082.6	90.5
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2005"	"2005"	"Male"	"M"	2185	35285	6192.4	132.5
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2006"	"2006"	"Female"	"F"	2009	49892	4026.7	89.8
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2006"	"2006"	"Male"	"M"	2158	35541	6071.9	130.7
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2007"	"2007"	"Female"	"F"	2035	49593	4103.4	91.0
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2007"	"2007"	"Male"	"M"	2131	35556	5993.4	129.8
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2008"	"2008"	"Female"	"F"	1996	49383	4041.9	90.5
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2008"	"2008"	"Male"	"M"	2202	35529	6197.8	132.1
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2009"	"2009"	"Female"	"F"	1973	48852	4038.7	90.9
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2009"	"2009"	"Male"	"M"	2030	35311	5748.9	127.6
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2010"	"2010"	"Female"	"F"	2030	48794	4160.3	92.3
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2010"	"2010"	"Male"	"M"	2011	35449	5672.9	126.5
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2011"	"2011"	"Female"	"F"	1942	48284	4022.0	91.3
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2011"	"2011"	"Male"	"M"	1986	35490	5595.9	125.6
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2012"	"2012"	"Female"	"F"	1909	47998	3977.2	91.0
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2012"	"2012"	"Male"	"M"	2033	35641	5704.1	126.5
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2013"	"2013"	"Female"	"F"	1967	47694	4124.2	93.0
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2013"	"2013"	"Male"	"M"	2025	35896	5641.3	125.4
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2014"	"2014"	"Female"	"F"	1857	47700	3893.1	90.3
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2014"	"2014"	"Male"	"M"	2061	36093	5710.2	125.8
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2015"	"2015"	"Female"	"F"	1972	47649	4138.6	93.2
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2015"	"2015"	"Male"	"M"	2089	36357	5745.8	125.7
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2016"	"2016"	"Female"	"F"	1865	47868	3896.1	90.2
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2016"	"2016"	"Male"	"M"	2042	36493	5595.6	123.8
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2017"	"2017"	"Female"	"F"	1934	48175	4014.5	91.3
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2017"	"2017"	"Male"	"M"	2059	37222	5531.7	121.9
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2018"	"2018"	"Female"	"F"	1869	49397	3783.6	87.5
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2018"	"2018"	"Male"	"M"	2030	38664	5250.4	116.5
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2019"	"2019"	"Female"	"F"	1988	50562	3931.8	88.2
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2019"	"2019"	"Male"	"M"	2148	39930	5379.4	116.1
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2020 "	"2020"	"Female"	"F"	2263	51101	4428.5	93.1
	"Nebraska"	"31"	"75-84 years"	"75-84"	"2020 "	"2020"	"Male"	"M"	2529	40691	6215.1	123.6
	"Nebraska"	"31"	"85+ years"	"85+"	"1999"	"1999"	"Female"	"F"	3563	24456	14569.0	244.1
	"Nebraska"	"31"	"85+ years"	"85+"	"1999"	"1999"	"Male"	"M"	1645	9399	17501.9	431.5
	"Nebraska"	"31"	"85+ years"	"85+"	"2000"	"2000"	"Female"	"F"	3458	24391	14177.4	241.1
	"Nebraska"	"31"	"85+ years"	"85+"	"2000"	"2000"	"Male"	"M"	1693	9562	17705.5	430.3
	"Nebraska"	"31"	"85+ years"	"85+"	"2001"	"2001"	"Female"	"F"	3520	24578	14321.8	241.4
	"Nebraska"	"31"	"85+ years"	"85+"	"2001"	"2001"	"Male"	"M"	1702	9805	17358.5	420.8
	"Nebraska"	"31"	"85+ years"	"85+"	"2002"	"2002"	"Female"	"F"	3723	24508	15191.0	249.0
	"Nebraska"	"31"	"85+ years"	"85+"	"2002"	"2002"	"Male"	"M"	1806	9964	18125.3	426.5
	"Nebraska"	"31"	"85+ years"	"85+"	"2003"	"2003"	"Female"	"F"	3658	24564	14891.7	246.2
	"Nebraska"	"31"	"85+ years"	"85+"	"2003"	"2003"	"Male"	"M"	1874	10195	18381.6	424.6
	"Nebraska"	"31"	"85+ years"	"85+"	"2004"	"2004"	"Female"	"F"	3288	24559	13388.2	233.5
	"Nebraska"	"31"	"85+ years"	"85+"	"2004"	"2004"	"Male"	"M"	1773	10291	17228.6	409.2
	"Nebraska"	"31"	"85+ years"	"85+"	"2005"	"2005"	"Female"	"F"	3480	24996	13922.2	236.0
	"Nebraska"	"31"	"85+ years"	"85+"	"2005"	"2005"	"Male"	"M"	1831	10588	17293.2	404.1
	"Nebraska"	"31"	"85+ years"	"85+"	"2006"	"2006"	"Female"	"F"	3538	25318	13974.2	234.9
	"Nebraska"	"31"	"85+ years"	"85+"	"2006"	"2006"	"Male"	"M"	1744	11000	15854.5	379.6
	"Nebraska"	"31"	"85+ years"	"85+"	"2007"	"2007"	"Female"	"F"	3705	25823	14347.7	235.7
	"Nebraska"	"31"	"85+ years"	"85+"	"2007"	"2007"	"Male"	"M"	1837	11539	15919.9	371.4
	"Nebraska"	"31"	"85+ years"	"85+"	"2008"	"2008"	"Female"	"F"	3760	25861	14539.3	237.1
	"Nebraska"	"31"	"85+ years"	"85+"	"2008"	"2008"	"Male"	"M"	1887	11899	15858.5	365.1
	"Nebraska"	"31"	"85+ years"	"85+"	"2009"	"2009"	"Female"	"F"	3445	26169	13164.4	224.3
	"Nebraska"	"31"	"85+ years"	"85+"	"2009"	"2009"	"Male"	"M"	1837	12493	14704.2	343.1
	"Nebraska"	"31"	"85+ years"	"85+"	"2010"	"2010"	"Female"	"F"	3482	26518	13130.7	222.5
	"Nebraska"	"31"	"85+ years"	"85+"	"2010"	"2010"	"Male"	"M"	2044	12790	15981.2	353.5
	"Nebraska"	"31"	"85+ years"	"85+"	"2011"	"2011"	"Female"	"F"	3682	27084	13594.7	224.0
	"Nebraska"	"31"	"85+ years"	"85+"	"2011"	"2011"	"Male"	"M"	2125	13434	15818.1	343.1
	"Nebraska"	"31"	"85+ years"	"85+"	"2012"	"2012"	"Female"	"F"	3659	27226	13439.4	222.2
	"Nebraska"	"31"	"85+ years"	"85+"	"2012"	"2012"	"Male"	"M"	2180	13724	15884.6	340.2
	"Nebraska"	"31"	"85+ years"	"85+"	"2013"	"2013"	"Female"	"F"	3743	27384	13668.6	223.4
	"Nebraska"	"31"	"85+ years"	"85+"	"2013"	"2013"	"Male"	"M"	2203	14071	15656.3	333.6
	"Nebraska"	"31"	"85+ years"	"85+"	"2014"	"2014"	"Female"	"F"	3638	27469	13244.0	219.6
	"Nebraska"	"31"	"85+ years"	"85+"	"2014"	"2014"	"Male"	"M"	2189	14383	15219.4	325.3
	"Nebraska"	"31"	"85+ years"	"85+"	"2015"	"2015"	"Female"	"F"	3846	27576	13946.9	224.9
	"Nebraska"	"31"	"85+ years"	"85+"	"2015"	"2015"	"Male"	"M"	2373	14648	16200.2	332.6
	"Nebraska"	"31"	"85+ years"	"85+"	"2016"	"2016"	"Female"	"F"	3670	27769	13216.2	218.2
	"Nebraska"	"31"	"85+ years"	"85+"	"2016"	"2016"	"Male"	"M"	2268	15053	15066.8	316.4
	"Nebraska"	"31"	"85+ years"	"85+"	"2017"	"2017"	"Female"	"F"	3822	27858	13719.6	221.9
	"Nebraska"	"31"	"85+ years"	"85+"	"2017"	"2017"	"Male"	"M"	2375	15138	15689.0	321.9
	"Nebraska"	"31"	"85+ years"	"85+"	"2018"	"2018"	"Female"	"F"	3805	27836	13669.3	221.6
	"Nebraska"	"31"	"85+ years"	"85+"	"2018"	"2018"	"Male"	"M"	2340	15242	15352.3	317.4
	"Nebraska"	"31"	"85+ years"	"85+"	"2019"	"2019"	"Female"	"F"	3709	27630	13423.8	220.4
	"Nebraska"	"31"	"85+ years"	"85+"	"2019"	"2019"	"Male"	"M"	2326	15428	15076.5	312.6
	"Nebraska"	"31"	"85+ years"	"85+"	"2020 "	"2020"	"Female"	"F"	4133	27252	15165.9	235.9
	"Nebraska"	"31"	"85+ years"	"85+"	"2020 "	"2020"	"Male"	"M"	2668	15378	17349.5	335.9
	"Nebraska"	"31"	"Not Stated"	"NS"	"1999"	"1999"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"1999"	"1999"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2000"	"2000"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2000"	"2000"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2001"	"2001"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2001"	"2001"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2002"	"2002"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2002"	"2002"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2003"	"2003"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2003"	"2003"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2004"	"2004"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2004"	"2004"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2005"	"2005"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2005"	"2005"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2006"	"2006"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2006"	"2006"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2007"	"2007"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2007"	"2007"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2008"	"2008"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2008"	"2008"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2009"	"2009"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2009"	"2009"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2010"	"2010"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2010"	"2010"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2011"	"2011"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2011"	"2011"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2012"	"2012"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2012"	"2012"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2013"	"2013"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2013"	"2013"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2014"	"2014"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2014"	"2014"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2015"	"2015"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2015"	"2015"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2016"	"2016"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2016"	"2016"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2017"	"2017"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2017"	"2017"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2018"	"2018"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2018"	"2018"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2019"	"2019"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2019"	"2019"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2020 "	"2020"	"Female"	"F"	0	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Not Stated"	"NS"	"2020 "	"2020"	"Male"	"M"	0	Not Applicable	Not Applicable	Not Applicable
	"Nevada"	"32"	"< 1 year"	"1"	"1999"	"1999"	"Female"	"F"	81	13983	579.3	64.4
	"Nevada"	"32"	"< 1 year"	"1"	"1999"	"1999"	"Male"	"M"	112	14854	754.0	71.2
	"Nevada"	"32"	"< 1 year"	"1"	"2000"	"2000"	"Female"	"F"	98	14075	696.3	70.3
	"Nevada"	"32"	"< 1 year"	"1"	"2000"	"2000"	"Male"	"M"	103	14971	688.0	67.8
	"Nevada"	"32"	"< 1 year"	"1"	"2001"	"2001"	"Female"	"F"	73	15279	477.8	55.9
	"Nevada"	"32"	"< 1 year"	"1"	"2001"	"2001"	"Male"	"M"	107	16172	661.6	64.0
	"Nevada"	"32"	"< 1 year"	"1"	"2002"	"2002"	"Female"	"F"	86	15880	541.6	58.4
	"Nevada"	"32"	"< 1 year"	"1"	"2002"	"2002"	"Male"	"M"	111	16551	670.7	63.7
	"Nevada"	"32"	"< 1 year"	"1"	"2003"	"2003"	"Female"	"F"	94	16143	582.3	60.1
	"Nevada"	"32"	"< 1 year"	"1"	"2003"	"2003"	"Male"	"M"	98	16956	578.0	58.4
	"Nevada"	"32"	"< 1 year"	"1"	"2004"	"2004"	"Female"	"F"	104	16926	614.4	60.3
	"Nevada"	"32"	"< 1 year"	"1"	"2004"	"2004"	"Male"	"M"	121	17732	682.4	62.0
	"Nevada"	"32"	"< 1 year"	"1"	"2005"	"2005"	"Female"	"F"	95	17589	540.1	55.4
	"Nevada"	"32"	"< 1 year"	"1"	"2005"	"2005"	"Male"	"M"	120	18481	649.3	59.3
	"Nevada"	"32"	"< 1 year"	"1"	"2006"	"2006"	"Female"	"F"	127	18356	691.9	61.4
	"Nevada"	"32"	"< 1 year"	"1"	"2006"	"2006"	"Male"	"M"	130	19405	669.9	58.8
	"Nevada"	"32"	"< 1 year"	"1"	"2007"	"2007"	"Female"	"F"	116	19342	599.7	55.7
	"Nevada"	"32"	"< 1 year"	"1"	"2007"	"2007"	"Male"	"M"	146	20123	725.5	60.0
	"Nevada"	"32"	"< 1 year"	"1"	"2008"	"2008"	"Female"	"F"	92	18787	489.7	51.1
	"Nevada"	"32"	"< 1 year"	"1"	"2008"	"2008"	"Male"	"M"	119	19769	602.0	55.2
	"Nevada"	"32"	"< 1 year"	"1"	"2009"	"2009"	"Female"	"F"	98	18293	535.7	54.1
	"Nevada"	"32"	"< 1 year"	"1"	"2009"	"2009"	"Male"	"M"	122	18939	644.2	58.3
	"Nevada"	"32"	"< 1 year"	"1"	"2010"	"2010"	"Female"	"F"	90	17873	503.6	53.1
	"Nevada"	"32"	"< 1 year"	"1"	"2010"	"2010"	"Male"	"M"	111	18632	595.7	56.5
	"Nevada"	"32"	"< 1 year"	"1"	"2011"	"2011"	"Female"	"F"	83	17998	461.2	50.6
	"Nevada"	"32"	"< 1 year"	"1"	"2011"	"2011"	"Male"	"M"	118	18677	631.8	58.2
	"Nevada"	"32"	"< 1 year"	"1"	"2012"	"2012"	"Female"	"F"	82	17538	467.6	51.6
	"Nevada"	"32"	"< 1 year"	"1"	"2012"	"2012"	"Male"	"M"	87	18339	474.4	50.9
	"Nevada"	"32"	"< 1 year"	"1"	"2013"	"2013"	"Female"	"F"	87	17234	504.8	54.1
	"Nevada"	"32"	"< 1 year"	"1"	"2013"	"2013"	"Male"	"M"	104	17975	578.6	56.7
	"Nevada"	"32"	"< 1 year"	"1"	"2014"	"2014"	"Female"	"F"	89	17058	521.7	55.3
	"Nevada"	"32"	"< 1 year"	"1"	"2014"	"2014"	"Male"	"M"	107	17804	601.0	58.1
	"Nevada"	"32"	"< 1 year"	"1"	"2015"	"2015"	"Female"	"F"	87	17475	497.9	53.4
